question,answer_llm,answer_orig,document
How does using unit-length vectors make cosine similarity easier to compute with matrix multiplication?,"Using unit-length vectors removes the need to divide by vector magnitudes. Then cosine similarity becomes just the dot product between vectors, which can be computed for many documents at once with matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If the vectors are already normalized, why do we not need the full cosine formula anymore?","Because once vectors are normalized to unit length, their magnitudes are 1, so the cosine formula

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

simplifies to just:

\[
a \cdot b
\]

So you don’t need the full cosine formula anymore — the denominator is always 1.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What is the benefit of comparing embeddings with a dot product instead of calculating cosine similarity separately for each one?,"The benefit is efficiency: if the embeddings are already normalized, the dot product gives the same result as cosine similarity, so you can compute all similarities at once with matrix multiplication instead of calculating cosine separately for every pair.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does matrix multiplication help us find the most similar document embeddings to a query in vector search?,"Matrix multiplication lets us compute the similarity between one query vector and many document embeddings at once.

If the embeddings are normalized to unit length, cosine similarity becomes just the dot product. Then we can arrange all document embeddings into a matrix `X` and multiply it by the query vector `v_query`:

```python
scores = X.dot(v_query)
```

This produces one similarity score per document in a single efficient operation, instead of looping through documents one by one. The documents with the highest scores are the most similar to the query.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I have to make another GitHub repository, or can I just open a fresh codespace from the same repo?","Just a new codespace. You can create it from the same GitHub repo, so you do **not** need a new repository for Module 2.

It’s actually recommended to keep Module 2 in a separate codespace because the vector-search dependencies are heavy.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course recommend a separate codespace for the vector search module instead of using the one from Module 1?,"Because the vector-search module has fairly heavy dependencies. The course recommends using a separate codespace so those extra packages stay isolated from your Module 1 environment, and you can stop or delete that codespace when you’re done without leaving the extra “weight” behind.

","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I already have my repo from earlier modules, is there any reason to create a brand-new GitHub repo just for Module 2?","No — you do **not** need a brand-new GitHub repo for Module 2. Just create a **new codespace** from your **existing repository**.

The reason to use a separate codespace is that Module 2 has heavier vector-search dependencies, so it’s easier to keep that environment isolated. When you’re done, you can stop or delete that codespace without affecting your main repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
What happens if I finish the vector-search part and then delete the codespace — do I lose my work if I didn’t commit it?,"If you delete the codespace without committing, you lose the uncommitted work.

Your code lives inside the Codespaces Linux VM, and while it can survive a stop/start, it is lost if you delete or recreate the codespace. So you should commit and push your work to your GitHub repository before deleting it.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Is the setup for the Module 2 environment supposed to be quick, and can I simply stop or remove that codespace when I’m done?","Yes — the Module 2 setup is supposed to be quick.

And yes, you can simply stop or delete that codespace when you’re done, since Module 2 is meant to use a separate codespace for the heavier vector-search dependencies. Just remember to commit your work to the repository before deleting it.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why is download.py stuck at 0% when trying to get model.onnx from HuggingFace?,"This can happen because the connection to HuggingFace’s CDN is slow or blocked.

Fix: download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Could a blocked or slow HuggingFace CDN make the model download hang forever?,"Yes — a slow or blocked HuggingFace CDN can make `download.py` appear to hang at 0%.

The course note says this happens due to a slow or blocked connection to HuggingFace’s CDN. The workaround is to download the file directly in your browser and save it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists locally, the script will skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a manual way to grab model.onnx if the script keeps freezing at the start?,"Yes. For Module 2, you can download `model.onnx` manually in your browser:

1. Open this URL:
   https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx
2. Save the file to:
   `models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where should I place model.onnx so download.py stops trying to fetch it again?,"Place it at:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

So `download.py` should detect it locally and stop trying to fetch it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Does download.py skip the download if model.onnx is already saved locally?,"Yes. The script checks whether the file already exists locally, and if `model.onnx` is there, it skips re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why does the vector search dot-product from NumPy and the same thing with a loop not match exactly, even though they should be the same?","Because of **floating-point precision**.

`X.dot(v_query)` and a manual loop compute the same dot product mathematically, but they may **add the numbers in a different order**:

- NumPy’s `dot` uses optimized BLAS routines
- the loop sums values sequentially

Since floating-point addition is **not perfectly associative**, tiny rounding differences can appear in the last few decimal places. So the results are effectively the same, just not **exactly identical**.

Use a tolerance check instead of exact equality, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If you want, I can also show a tiny numerical example of how the order of addition changes the result.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"In the vector search lesson, why can `X.dot(v_query)` and the for-loop version give slightly different scores?","Because of **floating-point precision**.

`X.dot(v_query)` uses optimized linear algebra code, while the for-loop adds the numbers in a different order. Since floating-point addition is not perfectly associative, the results can differ in the **last few decimal places**. The math is the same, so both are effectively correct.

If you compare them, use a tolerance like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
I compared the matrix version of scoring with the loop version and `np.allclose` was false — is something broken or is this normal?,"This is normal, not broken.

The matrix version and the loop version compute the same dot products, but they may add floating-point numbers in a different order. Because floating-point arithmetic isn’t perfectly associative, you can get tiny differences in the last few decimal places.

So `np.allclose(scores, scores_loop)` can be `False` if the default tolerance is too strict, even though both results are effectively the same. Use a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why do two ways of computing dot products in vector search end up with tiny differences in the last decimals?,"Because floating-point arithmetic is not exact.

Even though both methods compute the same dot products, they sum the numbers in a slightly different order:

- `X.dot(v_query)` uses optimized BLAS routines
- the for-loop adds values sequentially

Since floating-point addition is not perfectly associative, tiny rounding differences can appear in the last decimal places. The values are still effectively the same.

If you compare them, use a tolerance, e.g.:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
How should I check that the matrix and loop implementations of vector search are actually equivalent if the numbers are not identical?,"Check them with a tolerance, not exact equality.

Use something like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

Because the matrix and loop versions may sum floating-point numbers in a different order, tiny last-decimal differences are normal even though they are equivalent.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I getting IndexError: list index out of range when I try to access the best chunk in vector search?,"The most likely reason is that your embeddings and chunks are out of sync.

In vector search, the number of embedding vectors must match the number of document chunks. If you generate embeddings from something other than the exact chunk list, then later when you ask for the “best chunk,” the index may return an id that doesn’t exist in your chunks array, causing:

`IndexError: list index out of range`

Make sure you do this:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should be equal to `len(chunks)`.

If that’s not the issue, I don't know.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Could this error happen because the embeddings count doesn't match the number of chunks?,"Yes — that’s exactly a common cause of this error.

If the number of embeddings doesn’t match the number of chunks, you can get an `IndexError` when trying to access the best chunk. The embeddings should be created directly from the chunk list, and the number of rows in the embedding matrix should equal `len(chunks)`.

Example:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

If you want, I can also help you check whether your code is generating the mismatch.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How should I build embeddings from chunks so that the rows line up correctly?,"Build the embeddings directly from the chunk contents, not from the original documents, so the embedding rows match the chunk rows:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Make sure `len(X) == len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Is it wrong if I generate vectors from something other than the chunk list itself?,"Yes — you should generate the embeddings from the chunk list’s content, not from something unrelated.

The expected setup is:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of vectors in `X` should match `len(chunks)`. If they don’t match, you can get errors like `IndexError: list index out of range`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What is the proper way to make sure `X` has the same length as `chunks`?,"Make sure you create the embeddings directly from `chunks`, for example:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `X` will have the same length as `chunks`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why doesn’t my Q2 cosine similarity match any choice in the Module 2 homework?,"The most common reason is using the wrong embedding model.

For Module 2 homework, you should **not** use `sentence-transformers`. Instead, use the homework’s `Embedder` from `embedder.py`:

```python
from embedder import Embedder
model = Embedder()
```

Also make sure you are:

- embedding the page’s **`content`** field,
- comparing it with the **query vector from Q1**,
- using the fact that the vectors are already **normalized**, so the dot product equals cosine similarity.

If you used a different model like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine value may not match any option.

If it’s still slightly off after using the right model, choose the **closest** option.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Do I need to use the ONNX Embedder for Homework 2, or can I just use sentence-transformers?","For Homework 2, you should use the ONNX `Embedder` from `embedder.py`, not `sentence-transformers`.

The context explicitly says:

```python
from embedder import Embedder
model = Embedder()
```

Using `sentence-transformers` may give you a cosine similarity that doesn’t match the homework options, even if it’s the same underlying model.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
Could my cosine score be off because I embedded the wrong thing instead of the page text?,"Yes — it could be.

Make sure you’re embedding the page’s **`content` field**, not the filename or the whole dictionary/object. Also make sure you’re using the homework’s required embedder:

```python
from embedder import Embedder
model = Embedder()
```

If you embed the wrong thing, or use a different model, your cosine score can come out wrong.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
Is it okay if my similarity is a bit different from the listed options in Q2?,"Yes — if your value is **slightly different**, it’s usually fine. Pick the **closest option**.

Small differences can happen because of rounding, floating-point behavior, or minor implementation differences. If it’s **far off**, then double-check that you:

- used the **Embedder** from `embedder.py`,
- embedded the correct **content** field,
- compared it to the **Q1 query vector**,
- and used the normalized vectors correctly.

If you want, I can also help you check whether your Q2 setup is correct.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Should I compare the page vector to the query from Q1, and are the vectors already normalized?","Yes — compare the page vector to the **query vector from Q1**.

And yes, the vectors are already normalized: the homework’s `Embedder` returns **normalized vectors**, so the **dot product is the cosine similarity directly**.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"How do I set up Gemini, OpenAI, and Tavily API keys so Kestra can actually use them?","Set them as environment variables **before starting Kestra**.

### 1) Export the keys in your terminal
```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

### 2) Start or restart Kestra
```bash
docker compose up -d
```

### 3) Use secrets in flows without the `SECRET_` prefix
```yaml
{{ secret('GEMINI_API_KEY') }}
```

Important:
- **Kestra AI Copilot** needs the plain `GEMINI_API_KEY`
- **Kestra flows** need the base64-encoded `SECRET_GEMINI_API_KEY`
- Don’t commit keys to Git

If you want, I can also show you how to store these in a `.env` file so you don’t have to re-export them every time.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"Why does Kestra want base64-encoded env vars with the SECRET_ prefix, and how should I export them before starting the app?","Kestra uses `SECRET_`-prefixed environment variables because those are the secrets it reads for flows, and it expects the value to be **base64-encoded**. This helps keep secrets handled consistently in the setup used by the course.

Before starting Kestra, export them in your terminal like this:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)
```

Then start or restart Kestra so it picks them up:

```bash
docker compose up -d
```

In your flow, reference the secret without the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"Do I need both GEMINI_API_KEY and SECRET_GEMINI_API_KEY for the orchestration module, or is one of them enough?","You need **both**:

- `GEMINI_API_KEY` — the **plain** key, used by the **AI Copilot**
- `SECRET_GEMINI_API_KEY` — the **base64-encoded** version, used by the **flows**

So for the orchestration module, one is **not** enough if you want both Copilot and flows to work correctly.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
